exchange,prem_under_1km,prem_1_3km,prem_over_3km,oslaua,oscty,gor,code,geotype_name,geotype_number,av_spd_per_prem
NDRAI,4865,14594,4865,E07000113,E10000016,E12000008,29,"Above 20,000 (a)",4,30
NDSIT,4791,14373,4791,E07000113,E10000016,E12000008,29,"Above 20,000 (a)",4,30
NDTWE,5524,16573,5524,E07000116,E10000016,E12000008,29,"Above 20,000 (a)",4,30
NEBO,4215,12646,4215,E08000024,E99999999,E12000001,00CM,"Above 20,000 (a)",4,30
NSIMD,4845,14536,4845,S12000017,S99999999,S99999999,00QT,"Above 20,000 (a)",4,30
SDESTBR,4599,13797,4599,E07000061,E10000011,E12000008,21,"Above 20,000 (a)",4,30
SDHRSHM,4698,14095,4698,E07000227,E10000032,E12000008,45,"Above 20,000 (a)",4,30
SDWCNTR,4894,14681,4894,E07000229,E10000032,E12000008,45,"Above 20,000 (a)",4,30
SLBCC,11923,35768,11923,E06000013,E99999999,E12000003,00FD,"Above 20,000 (a)",4,30
SLBWH,5488,16463,5488,E06000013,E99999999,E12000003,00FD,"Above 20,000 (a)",4,30
SLSEK,7346,22037,7346,E06000013,E99999999,E12000003,00FD,"Above 20,000 (a)",4,30
SLWW,4061,12182,4061,E07000171,E10000024,E12000004,37,"Above 20,000 (a)",4,30
SMBF,5504,16513,5504,E06000055,E99999999,E12000006,00KB,"Above 20,000 (a)",4,30
SSGLR,4797,14392,4797,E07000081,E10000013,E12000009,23,"Above 20,000 (a)",4,30
SSKMD,5909,17726,5909,E06000022,E99999999,E12000009,00HA,"Above 20,000 (a)",4,30
SSSWN,6877,20630,6877,E06000030,E99999999,E12000009,00HX,"Above 20,000 (a)",4,30
STANDVR,4375,13126,4375,E07000093,E10000014,E12000008,24,"Above 20,000 (a)",4,30
STSALIS,4503,13510,4503,E06000054,E99999999,E12000009,00HY,"Above 20,000 (a)",4,30
THBZ,5956,17869,5956,E07000084,E10000014,E12000008,24,"Above 20,000 (a)",4,30
WMHAS,5212,15636,5212,E06000049,E99999999,E12000002,00EQ,"Above 20,000 (a)",4,30
WMNEW,4423,13268,4423,E07000195,E10000028,E12000005,41,"Above 20,000 (a)",4,30
WMSPA,5175,15524,5175,E07000197,E10000028,E12000005,41,"Above 20,000 (a)",4,30
WNSY,4934,14801,4934,E06000051,E99999999,E12000005,00GG,"Above 20,000 (a)",4,30
WNWX,4252,12757,4252,W06000006,W99999999,W99999999,00NL,"Above 20,000 (a)",4,30
WSAIR,4029,12088,4029,S12000044,S99999999,S99999999,00QZ,"Above 20,000 (a)",4,30
WSKIL,5083,15249,5083,S12000008,S99999999,S99999999,00QK,"Above 20,000 (a)",4,30
WWTAUN,5608,16825,5608,E07000190,E10000027,E12000009,40,"Above 20,000 (a)",4,30
WWYEOV,4646,13937,4646,E07000189,E10000027,E12000009,40,"Above 20,000 (a)",4,30
CMFAL,4208,12625,4208,E07000196,E10000028,E12000005,41,"Above 20,000 (b)",5,30
CMLGS,6446,19339,6446,E07000222,E10000031,E12000005,44,"Above 20,000 (b)",5,30
EABNT,4986,14959,4986,E07000077,E10000012,E12000006,22,"Above 20,000 (b)",5,30
EABRW,4481,13444,4481,E07000068,E10000012,E12000006,22,"Above 20,000 (b)",5,30
EAFOX,4905,14714,4905,E07000205,E10000029,E12000006,42,"Above 20,000 (b)",5,30
EANCC,6062,18187,6062,E07000149,E10000020,E12000006,33,"Above 20,000 (b)",5,30
EMBULWE,4767,14300,4767,E07000170,E10000024,E12000004,37,"Above 20,000 (b)",5,30
EMBURTO,6614,19843,6614,E07000039,E10000007,E12000004,17,"Above 20,000 (b)",5,30
EMHINCK,4658,13973,4658,E07000219,E10000031,E12000005,44,"Above 20,000 (b)",5,30
EMKTTER,5060,15179,5060,E07000153,E10000021,E12000004,34,"Above 20,000 (b)",5,30
EMLGHBO,4021,12062,4021,E07000176,E10000024,E12000004,37,"Above 20,000 (b)",5,30
EMMNSFI,8412,25237,8412,E07000170,E10000024,E12000004,37,"Above 20,000 (b)",5,30
EMNEWAR,4499,13498,4499,E07000175,E10000024,E12000004,37,"Above 20,000 (b)",5,30
EMPETER,4745,14235,4745,E07000011,E10000003,E12000006,12,"Above 20,000 (b)",5,30
EMPRTRE,5255,15764,5255,E07000039,E10000007,E12000004,17,"Above 20,000 (b)",5,30
LCASB,4284,12853,4284,E06000008,E99999999,E12000002,00EX,"Above 20,000 (b)",5,30
LCBAR,4328,12985,4328,E07000031,E10000006,E12000002,16,"Above 20,000 (b)",5,30
LCBUR,6177,18530,6177,E07000125,E10000017,E12000002,30,"Above 20,000 (b)",5,30
LCNEL,4993,14980,4993,E07000117,E10000017,E12000002,30,"Above 20,000 (b)",5,30
LNBAR,5556,16669,5556,E07000098,E10000015,E12000006,26,"Above 20,000 (b)",5,30
LNBKG,5856,17567,5856,E09000002,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LNDAG,7116,21347,7116,E09000016,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LNGDM,7737,23210,7737,E09000002,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LNHPK,4986,14957,4986,E09000010,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LNING,4592,13775,4592,E07000068,E10000012,E12000006,22,"Above 20,000 (b)",5,30
LNWFD,4532,13596,4532,E07000072,E10000012,E12000006,22,"Above 20,000 (b)",5,30
LNWGN,4134,12403,4134,E07000241,E10000015,E12000006,26,"Above 20,000 (b)",5,30
LSADD,5029,15086,5029,E09000006,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSBEX,5171,15512,5171,E09000004,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSDAR,5189,15568,5189,E09000004,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSMEPK,4739,14217,4739,E09000024,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSORP,5075,15226,5075,E09000006,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSSID,4847,14540,4847,E09000006,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSWAL,5128,15383,5128,E09000008,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LSWAN,4597,13790,4597,E09000024,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LVMAG,4044,12133,4044,E07000127,E10000017,E12000002,30,"Above 20,000 (b)",5,30
LWFEL,4644,13931,4644,E09000027,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LWGAR,4360,13081,4360,E07000240,E10000015,E12000006,26,"Above 20,000 (b)",5,30
LWPIN,4518,13555,4518,E09000009,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
LWSHAR,4679,14037,4679,E09000005,E99999999,E12000007,00London,"Above 20,000 (b)",5,30
MRBUR,5382,16147,5382,E07000125,E10000017,E12000002,30,"Above 20,000 (b)",5,30
MYLEC,4160,12480,4160,E06000011,E99999999,E12000003,00FB,"Above 20,000 (b)",5,30
MYMIL,5086,15258,5086,E08000033,E99999999,E12000003,00CY,"Above 20,000 (b)",5,30
