exchange,prem_under_1km,prem_1_3km,prem_over_3km,oslaua,oscty,gor,code,geotype_name,geotype_number,av_spd_per_prem
ESLAK,304,913,304,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
ESLEU,325,975,325,S12000015,S99999999,S99999999,00QR,"Above 1,000 (a)",10,10
ESLTA,211,632,211,S12000041,S99999999,S99999999,00QC,"Above 1,000 (a)",10,10
ESMAI,511,1533,511,S12000042,S99999999,S99999999,00QJ,"Above 1,000 (a)",10,10
ESNPT,421,1264,421,S12000015,S99999999,S99999999,00QR,"Above 1,000 (a)",10,10
LCAMB,492,1475,492,E07000031,E10000006,E12000002,16,"Above 1,000 (a)",10,10
LCAPP,478,1433,478,E07000030,E10000006,E12000002,16,"Above 1,000 (a)",10,10
LCBAD,213,639,213,E07000031,E10000006,E12000002,16,"Above 1,000 (a)",10,10
LCBEM,423,1270,423,E07000163,E10000023,E12000003,36,"Above 1,000 (a)",10,10
LCCTN,297,892,297,E07000121,E10000017,E12000002,30,"Above 1,000 (a)",10,10
LCGRC,314,943,314,E07000128,E10000017,E12000002,30,"Above 1,000 (a)",10,10
LCHBY,227,682,227,E07000121,E10000017,E12000002,30,"Above 1,000 (a)",10,10
LCKLE,349,1048,349,E07000121,E10000017,E12000002,30,"Above 1,000 (a)",10,10
LCSIL,342,1025,342,E07000026,E10000006,E12000002,16,"Above 1,000 (a)",10,10
MYEAO,590,1771,590,E07000164,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYGRA,273,820,273,E07000163,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYHLM,266,797,266,E07000167,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYKMS,498,1495,498,E07000167,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYRIC,311,932,311,E07000169,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYRWC,252,756,252,E06000011,E99999999,E12000003,00FB,"Above 1,000 (a)",10,10
MYSET,529,1588,529,E07000163,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYSNH,424,1271,424,E06000011,E99999999,E12000003,00FB,"Above 1,000 (a)",10,10
MYSPO,220,659,220,E07000165,E10000023,E12000003,36,"Above 1,000 (a)",10,10
MYSTI,248,743,248,E07000164,E10000023,E12000003,36,"Above 1,000 (a)",10,10
NDLEY,318,953,318,E07000113,E10000016,E12000008,29,"Above 1,000 (a)",10,10
NDMAY,298,893,298,E07000065,E10000011,E12000008,21,"Above 1,000 (a)",10,10
NDMTH,523,1570,523,E07000114,E10000016,E12000008,29,"Above 1,000 (a)",10,10
NDROB,257,772,257,E07000064,E10000011,E12000008,21,"Above 1,000 (a)",10,10
NDSTA,546,1639,546,E07000110,E10000016,E12000008,29,"Above 1,000 (a)",10,10
NECOT,429,1288,429,E07000166,E10000023,E12000003,36,"Above 1,000 (a)",10,10
NELM,454,1361,454,E06000057,E99999999,E12000001,00EM,"Above 1,000 (a)",10,10
NERD,358,1075,358,E06000057,E99999999,E12000001,00EM,"Above 1,000 (a)",10,10
NEWO,284,853,284,E06000057,E99999999,E12000001,00EM,"Above 1,000 (a)",10,10
NSABL,221,663,221,S12000020,S99999999,S99999999,00QX,"Above 1,000 (a)",10,10
NSALF,405,1214,405,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSAVI,447,1342,447,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
NSBMD,392,1176,392,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSBNF,462,1385,462,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSBRR,202,605,202,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
NSCRU,209,626,209,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSDNC,263,789,263,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
NSFSE,372,1117,372,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
NSGOS,331,992,331,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
NSIGD,453,1358,453,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
NSKTH,599,1797,599,S12000020,S99999999,S99999999,00QX,"Above 1,000 (a)",10,10
NSMDF,426,1277,426,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSMIN,474,1421,474,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSOMD,337,1012,337,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSPSY,254,761,254,S12000034,S99999999,S99999999,00QB,"Above 1,000 (a)",10,10
NSSNS,312,935,312,S12000023,S99999999,S99999999,00RA,"Above 1,000 (a)",10,10
NSTAI,424,1273,424,S12000017,S99999999,S99999999,00QT,"Above 1,000 (a)",10,10
SDPTWRT,367,1102,367,E07000225,E10000032,E12000008,45,"Above 1,000 (a)",10,10
SDRDGWC,248,744,248,E07000227,E10000032,E12000008,45,"Above 1,000 (a)",10,10
SLAF,483,1448,483,E07000137,E10000019,E12000004,32,"Above 1,000 (a)",10,10
SLHS,291,874,291,E07000035,E10000007,E12000004,17,"Above 1,000 (a)",10,10
SLMIS,367,1101,367,E07000171,E10000024,E12000004,37,"Above 1,000 (a)",10,10
SLNSS,220,661,220,E07000137,E10000019,E12000004,32,"Above 1,000 (a)",10,10
SLSU,561,1683,561,E07000137,E10000019,E12000004,32,"Above 1,000 (a)",10,10
SMCBY,302,905,302,E07000181,E10000025,E12000008,38,"Above 1,000 (a)",10,10
SMDD,238,714,238,E07000177,E10000025,E12000008,38,"Above 1,000 (a)",10,10
SMFI,258,773,258,E07000177,E10000025,E12000008,38,"Above 1,000 (a)",10,10
SMHDM,592,1775,592,E07000004,E10000002,E12000008,11,"Above 1,000 (a)",10,10
SMHE,333,1000,333,E06000056,E99999999,E12000006,00KC,"Above 1,000 (a)",10,10
SMRE,451,1352,451,E07000007,E10000002,E12000008,11,"Above 1,000 (a)",10,10
SMSAN,280,839,280,E07000177,E10000025,E12000008,38,"Above 1,000 (a)",10,10
SMWLY,542,1627,542,E07000179,E10000025,E12000008,38,"Above 1,000 (a)",10,10
SMWTD,562,1686,562,E07000240,E10000015,E12000006,26,"Above 1,000 (a)",10,10
SSABE,229,688,229,E06000054,E99999999,E12000009,00HY,"Above 1,000 (a)",10,10
SSAXB,292,877,292,E07000188,E10000027,E12000009,40,"Above 1,000 (a)",10,10
SSBBG,254,763,254,E06000054,E99999999,E12000009,00HY,"Above 1,000 (a)",10,10
SSBRN,536,1607,536,E07000238,E10000034,E12000005,47,"Above 1,000 (a)",10,10
SSBRU,323,968,323,E07000189,E10000027,E12000009,40,"Above 1,000 (a)",10,10
SSBSY,206,619,206,E07000082,E10000013,E12000009,23,"Above 1,000 (a)",10,10
SSLHE,342,1027,342,E07000079,E10000013,E12000009,23,"Above 1,000 (a)",10,10
SSNAH,595,1785,595,E07000082,E10000013,E12000009,23,"Above 1,000 (a)",10,10
SSNLH,220,661,220,E07000079,E10000013,E12000009,23,"Above 1,000 (a)",10,10
SSNTB,521,1563,521,E06000054,E99999999,E12000009,00HY,"Above 1,000 (a)",10,10
SSNWT,586,1757,586,E07000080,E10000013,E12000009,23,"Above 1,000 (a)",10,10
SSSWD,437,1310,437,E07000079,E10000013,E12000009,23,"Above 1,000 (a)",10,10
STALDBY,278,833,278,E06000054,E99999999,E12000009,00HY,"Above 1,000 (a)",10,10
STLGSHL,482,1447,482,E06000054,E99999999,E12000009,00HY,"Above 1,000 (a)",10,10
STLYNST,346,1037,346,E07000091,E10000014,E12000008,24,"Above 1,000 (a)",10,10
STMDNTN,269,806,269,E07000052,E10000009,E12000009,19,"Above 1,000 (a)",10,10
STSTURN,495,1485,495,E07000050,E10000009,E12000009,19,"Above 1,000 (a)",10,10
SWAAI,317,950,317,W06000008,W99999999,W99999999,00NQ,"Above 1,000 (a)",10,10
SWAEN,222,667,222,W06000008,W99999999,W99999999,00NQ,"Above 1,000 (a)",10,10
SWGWR,209,628,209,W06000011,W99999999,W99999999,00NX,"Above 1,000 (a)",10,10
SWLKB,444,1333,444,W06000010,W99999999,W99999999,00NU,"Above 1,000 (a)",10,10
SWNB,405,1214,405,W06000009,W99999999,W99999999,00NS,"Above 1,000 (a)",10,10
SWSAS,343,1030,343,W06000010,W99999999,W99999999,00NU,"Above 1,000 (a)",10,10
SWSVB,211,634,211,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
SWTAF,234,701,234,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
SWUAH,380,1140,380,W06000021,W99999999,W99999999,00PP,"Above 1,000 (a)",10,10
SWUCW,271,814,271,W06000012,W99999999,W99999999,00NZ,"Above 1,000 (a)",10,10
THHDY,243,730,243,E07000084,E10000014,E12000008,24,"Above 1,000 (a)",10,10
THWA,528,1585,528,E06000041,E99999999,E12000008,00MF,"Above 1,000 (a)",10,10
THWI,485,1454,485,E07000084,E10000014,E12000008,24,"Above 1,000 (a)",10,10
WMADM,304,913,304,E06000049,E99999999,E12000002,00EQ,"Above 1,000 (a)",10,10
WMBDY,555,1664,555,E07000238,E10000034,E12000005,47,"Above 1,000 (a)",10,10
WMECC,362,1086,362,E07000197,E10000028,E12000005,41,"Above 1,000 (a)",10,10
WMECK,231,694,231,E07000238,E10000034,E12000005,47,"Above 1,000 (a)",10,10
WNBAL,293,880,293,W06000002,W99999999,W99999999,00NC,"Above 1,000 (a)",10,10
WNBRY,535,1606,535,E06000019,E99999999,E12000005,00GA,"Above 1,000 (a)",10,10
WNBW,383,1149,383,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
WNCOR,238,715,238,W06000004,W99999999,W99999999,00NG,"Above 1,000 (a)",10,10
WNCST,542,1627,542,E06000051,E99999999,E12000005,00GG,"Above 1,000 (a)",10,10
WNDOL,374,1123,374,W06000002,W99999999,W99999999,00NC,"Above 1,000 (a)",10,10
WNFAR,327,980,327,E06000050,E99999999,E12000002,00EW,"Above 1,000 (a)",10,10
WNHAY,353,1058,353,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
WNKNI,374,1122,374,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
WNLAD,222,667,222,W06000001,W99999999,W99999999,00NA,"Above 1,000 (a)",10,10
WNLFF,377,1132,377,W06000003,W99999999,W99999999,00NE,"Above 1,000 (a)",10,10
WNLST,488,1463,488,W06000003,W99999999,W99999999,00NE,"Above 1,000 (a)",10,10
WNMAC,318,954,318,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
WNPG,330,989,330,W06000023,W99999999,W99999999,00NN,"Above 1,000 (a)",10,10
WNPON,438,1315,438,E06000051,E99999999,E12000005,00GG,"Above 1,000 (a)",10,10
WNPWL,547,1642,547,W06000002,W99999999,W99999999,00NC,"Above 1,000 (a)",10,10
WNTAR,415,1245,415,E06000050,E99999999,E12000002,00EW,"Above 1,000 (a)",10,10
WSCAS,499,1498,499,S12000006,S99999999,S99999999,00QH,"Above 1,000 (a)",10,10
WSCSS,229,686,229,S12000035,S99999999,S99999999,00QD,"Above 1,000 (a)",10,10
WSDAL,483,1450,483,S12000006,S99999999,S99999999,00QH,"Above 1,000 (a)",10,10
WSDAM,305,914,305,S12000008,S99999999,S99999999,00QK,"Above 1,000 (a)",10,10
WSKKT,424,1271,424,S12000006,S99999999,S99999999,00QH,"Above 1,000 (a)",10,10
WSLAH,273,820,273,S12000006,S99999999,S99999999,00QH,"Above 1,000 (a)",10,10
WSMAY,498,1495,498,S12000028,S99999999,S99999999,00RE,"Above 1,000 (a)",10,10
WSMOF,330,989,330,S12000006,S99999999,S99999999,00QH,"Above 1,000 (a)",10,10
WSTHL,346,1038,346,S12000006,S99999999,S99999999,00QH,"Above 1,000 (a)",10,10
WWBFAS,442,1325,442,E07000045,E10000008,E12000009,18,"Above 1,000 (a)",10,10
WWDOBW,339,1017,339,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWIPPL,382,1146,382,E07000045,E10000008,E12000009,18,"Above 1,000 (a)",10,10
WWLOST,398,1194,398,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWMEVA,494,1483,494,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWMLBK,406,1218,406,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWNFER,211,634,211,E07000044,E10000008,E12000009,18,"Above 1,000 (a)",10,10
WWPORL,235,705,235,E07000191,E10000027,E12000009,40,"Above 1,000 (a)",10,10
WWSDOM,240,721,240,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWSGAB,229,686,229,E07000044,E10000008,E12000009,18,"Above 1,000 (a)",10,10
WWSIDB,326,979,326,E07000040,E10000008,E12000009,18,"Above 1,000 (a)",10,10
WWSILV,274,821,274,E07000040,E10000008,E12000009,18,"Above 1,000 (a)",10,10
WWSJUS,570,1711,570,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWSKEV,224,673,224,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWSTUD,255,764,255,E06000052,E99999999,E12000009,00HE,"Above 1,000 (a)",10,10
WWTEMP,264,792,264,E07000189,E10000027,E12000009,40,"Above 1,000 (a)",10,10
WWWITH,228,685,228,E07000042,E10000008,E12000009,18,"Above 1,000 (a)",10,10
CMALB,573,1720,573,E07000196,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMBARF,319,957,319,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMBRAU,529,1587,529,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMBRE,309,928,309,E07000196,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMCLAV,243,730,243,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMCRI,395,1186,395,E07000220,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMCUR,539,1618,539,E08000025,E99999999,E12000005,00CN,"Above 1,000 (b)",11,10
CMFIL,467,1400,467,E08000029,E99999999,E12000005,00CT,"Above 1,000 (b)",11,10
CMFRA,222,665,222,E07000194,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMGREA,211,632,211,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMHAMP,269,806,269,E08000029,E99999999,E12000005,00CT,"Above 1,000 (b)",11,10
CMHARBU,469,1408,469,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMHEN,552,1655,552,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMHIG,539,1618,539,E06000051,E99999999,E12000005,00GG,"Above 1,000 (b)",11,10
CMKINE,329,986,329,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMKVR,600,1799,600,E07000239,E10000034,E12000005,47,"Above 1,000 (b)",11,10
CMLAP,370,1111,370,E08000029,E99999999,E12000005,00CT,"Above 1,000 (b)",11,10
CMMART,301,903,301,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMMER,324,973,324,E08000029,E99999999,E12000005,00CT,"Above 1,000 (b)",11,10
CMMORT,207,622,207,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMPAI,249,746,249,E07000220,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMPAT,243,730,243,E07000196,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMPEB,339,1016,339,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMSFD,487,1462,487,E07000196,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMSHE,321,964,321,E07000194,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMSNI,248,743,248,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMSWI,212,637,212,E07000220,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMTAN,211,632,211,E07000234,E10000034,E12000005,47,"Above 1,000 (b)",11,10
CMWEL,256,768,256,E07000221,E10000031,E12000005,44,"Above 1,000 (b)",11,10
CMWHY,326,979,326,E07000194,E10000028,E12000005,41,"Above 1,000 (b)",11,10
CMYOX,261,782,261,E07000194,E10000028,E12000005,41,"Above 1,000 (b)",11,10
EAABR,499,1496,499,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAARD,253,759,253,E07000071,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAARR,267,802,267,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAASW,224,673,224,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EABAC,318,955,318,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EABAW,240,719,240,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EABBY,220,661,220,E07000206,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EABEY,331,994,331,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EABIL,410,1230,410,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EABMK,242,726,242,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EABOT,330,990,330,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EABRK,232,697,232,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EABRR,285,856,285,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EABTF,573,1718,573,E07000242,E10000015,E12000006,26,"Above 1,000 (b)",11,10
EABTM,407,1220,407,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EABUR,247,740,247,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EABUX,211,632,211,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EABYF,252,757,252,E07000241,E10000015,E12000006,26,"Above 1,000 (b)",11,10
EACAR,318,955,318,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EACFD,201,602,201,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EACHY,241,722,241,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EACLA,295,886,295,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EACLE,292,875,292,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EACLY,558,1675,558,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EACOG,494,1481,494,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EACOM,442,1326,442,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EACOX,524,1571,524,E07000068,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EACTP,383,1149,383,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EACTS,344,1031,344,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EACUL,294,883,294,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EADEB,273,819,273,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EADED,246,738,246,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EADIC,293,879,293,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAEBG,232,695,232,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAEHL,277,830,277,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAELC,534,1601,534,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAERI,337,1011,337,E07000201,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAEXN,515,1546,515,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAEYE,266,797,266,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAEYK,557,1672,557,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAFDM,315,944,315,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAFIN,286,857,286,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAFLE,209,627,209,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAFML,406,1217,406,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAFOW,329,988,329,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAFRP,317,952,317,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAFSD,453,1360,453,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAFUN,254,762,254,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAGBF,242,727,242,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAGBN,253,758,253,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAGBT,435,1304,435,E07000076,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAGCR,502,1507,502,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAGCT,285,855,285,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAGHY,460,1379,460,E07000071,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAGRE,218,655,218,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAGRU,228,683,228,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAGWH,350,1049,350,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAGYD,250,750,250,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAHAT,414,1243,414,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAHBK,262,787,262,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAHDM,400,1199,400,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAHDN,205,616,205,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAHED,542,1626,542,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAHEN,387,1160,387,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAHER,408,1224,408,E07000066,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAHEV,293,880,293,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAHLT,579,1738,579,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAHNF,243,729,243,E07000070,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAHNG,384,1153,384,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAHOH,495,1486,495,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAHON,277,830,277,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAHOR,221,664,221,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAHRR,346,1039,346,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAHWO,217,651,217,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAISL,448,1343,448,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EAKEL,494,1482,494,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAKTN,409,1226,409,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EALAK,465,1394,465,E07000201,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EALAV,365,1096,365,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EALIT,528,1583,528,E07000076,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EALOD,421,1263,421,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EALST,564,1692,564,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EALWT,336,1007,336,E07000070,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAMEN,218,653,218,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAMET,229,686,229,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAMFD,205,614,205,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAMHD,300,899,300,E07000242,E10000015,E12000006,26,"Above 1,000 (b)",11,10
EAMHM,391,1172,391,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAMID,463,1389,463,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAMKT,470,1411,470,E07000071,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAMLS,232,695,232,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAMTC,451,1352,451,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAMTS,371,1114,371,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAMUN,508,1523,508,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EANAC,257,771,257,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EANAR,256,767,256,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EANAY,443,1328,443,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EANEE,594,1782,594,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EANEW,329,986,329,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EANPT,371,1112,371,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EANWD,494,1481,494,E07000072,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAOFF,286,858,286,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAOVE,216,648,216,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAPAK,469,1408,469,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAPUC,473,1420,473,E07000242,E10000015,E12000006,26,"Above 1,000 (b)",11,10
EAPUL,235,706,235,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAPYM,225,674,225,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EARAT,258,775,258,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EARDH,329,986,329,E07000070,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAREE,502,1505,502,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EARMS,423,1270,423,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EASBM,205,616,205,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EASFR,271,814,271,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASGN,324,973,324,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EASHI,271,812,271,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASHL,225,675,225,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EASHM,234,701,234,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EASHR,352,1057,352,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EASIL,520,1560,520,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EASMA,228,684,228,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASMD,258,775,258,E07000099,E10000015,E12000006,26,"Above 1,000 (b)",11,10
EASNA,236,709,236,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EASRM,300,901,300,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EASRY,222,667,222,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASTK,393,1178,393,E07000070,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EASTL,543,1628,543,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASTR,207,620,207,E07000203,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EASTT,403,1208,403,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EASTW,222,666,222,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
